InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
576771,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,12,11/16/2011 13:19,1.25,13285,United Kingdom,15
574281,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,12,11/3/2011 14:47,0.39,14856,United Kingdom,4.68
557938,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,1,6/23/2011 15:35,3.29,,United Kingdom,3.29
538177,21810,CHRISTMAS HANGING STAR WITH BELL,1,12/10/2010 9:51,2.51,,United Kingdom,2.51
537666,22792,FLUTED ANTIQUE CANDLE HOLDER,2,12/7/2010 18:36,1.66,,United Kingdom,3.32
580963,21731,RED TOADSTOOL LED NIGHT LIGHT,12,12/6/2011 14:49,1.65,14868,United Kingdom,19.8
549972,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,6,4/13/2011 14:27,2.95,13408,United Kingdom,17.7
558540,22191,IVORY DINER WALL CLOCK,6,6/30/2011 12:15,8.5,17706,United Kingdom,51
539434,22498,WOODEN REGATTA BUNTING,2,12/17/2010 14:41,12.72,,United Kingdom,25.44
556912,23256,CHILDRENS CUTLERY SPACEBOY,1,6/15/2011 13:26,4.15,15005,United Kingdom,4.15
538626,22491,PACK OF 12 COLOURED PENCILS,6,12/13/2010 12:57,0.85,17338,United Kingdom,5.1
550467,84944,SET OF 6 KASHMIR FOLKART BAUBLES,2,4/18/2011 13:36,4.25,18009,United Kingdom,8.5
569533,20973,12 PENCIL SMALL TUBE WOODLAND,3,10/4/2011 15:21,0.65,16374,United Kingdom,1.95
558904,21199,PINK  HEART CONFETTI IN TUBE,1,7/4/2011 16:18,0.83,,United Kingdom,0.83
538354,22558,CLOTHES PEGS RETROSPOT PACK 24,12,12/10/2010 15:45,1.49,16873,United Kingdom,17.88
537192,22667,RECIPE BOX RETROSPOT,1,12/5/2010 13:42,2.95,16402,United Kingdom,2.95
580983,21015,DARK BIRD HOUSE TREE DECORATION,9,12/6/2011 16:26,0.83,,United Kingdom,7.47
537447,22568,FELTCRAFT CUSHION OWL,8,12/7/2010 9:21,3.75,13963,United Kingdom,30
575875,22819,"BIRTHDAY CARD, RETRO SPOT",1,11/11/2011 13:06,0.42,,United Kingdom,0.42
569790,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,1,10/6/2011 11:42,3.75,15910,United Kingdom,3.75
559418,22413,METAL SIGN TAKE IT OR LEAVE IT,6,7/8/2011 11:36,2.95,12681,France,17.7
558919,22386,JUMBO BAG PINK POLKADOT,10,7/5/2011 9:56,2.08,15078,United Kingdom,20.8
557742,84970S,HANGING HEART ZINC T-LIGHT HOLDER,36,6/22/2011 11:46,0.85,14911,EIRE,30.6
566446,17084P,DRAGONS BLOOD INCENSE,1,9/12/2011 15:40,0.42,,United Kingdom,0.42
558774,22498,WOODEN REGATTA BUNTING,1,7/4/2011 10:17,4.96,,United Kingdom,4.96
538836,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,1,12/14/2010 13:09,3.75,12748,United Kingdom,3.75
563195,23345,DOLLY GIRL BEAKER,1,8/12/2011 16:36,2.46,,United Kingdom,2.46
537889,22922,FRIDGE MAGNETS US DINER ASSORTED,12,12/9/2010 10:04,0.85,13319,United Kingdom,10.2
574840,90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,1,11/7/2011 11:41,1.65,12748,United Kingdom,1.65
537666,22941,CHRISTMAS LIGHTS 10 REINDEER,1,12/7/2010 18:36,16.98,,United Kingdom,16.98
539497,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,12/20/2010 10:41,0.65,12944,United Kingdom,15.6
546972,35970,ZINC FOLKART SLEIGH BELLS,2,3/18/2011 12:04,4.13,,United Kingdom,8.26
557615,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,20,6/21/2011 13:24,2.08,15498,United Kingdom,41.6
575369,21457,2 PICTURE BOOK EGGS EASTER DUCKS,12,11/9/2011 15:09,1.25,16655,United Kingdom,15
574298,85131D,BEADED CRYSTAL HEART PINK ON STICK,1,11/3/2011 15:56,0.83,,United Kingdom,0.83
579777,23334,IVORY WICKER HEART SMALL,7,11/30/2011 15:13,1.25,,United Kingdom,8.75
547895,22475,SKULL DESIGN TV DINNER TRAY,3,3/28/2011 10:52,4.95,18118,United Kingdom,14.85
574250,84596F,SMALL MARSHMALLOWS PINK BOWL,2,11/3/2011 13:09,0.42,17634,United Kingdom,0.84
541811,21931,JUMBO STORAGE BAG SUKI,3,1/21/2011 15:01,4.13,,United Kingdom,12.39
579399,22470,HEART OF WICKER LARGE,2,11/29/2011 12:09,2.95,13137,United Kingdom,5.9
563614,21058,PARTY INVITES WOODLAND,48,8/18/2011 8:51,0.85,12415,Australia,40.8
536988,22694,WICKER STAR,1,12/3/2010 15:05,2.1,17238,United Kingdom,2.1
555240,22690,DOORMAT HOME SWEET HOME BLUE,1,6/1/2011 13:07,7.95,15039,United Kingdom,7.95
563384,23332,IVORY WICKER HEART LARGE,10,8/16/2011 10:52,1.65,17315,United Kingdom,16.5
545568,22167,OVAL WALL MIRROR DIAMANTE,2,3/3/2011 16:22,8.29,,United Kingdom,16.58
578074,22151,PLACE SETTING WHITE HEART,2,11/22/2011 16:06,0.42,17590,United Kingdom,0.84
575875,70007,HI TEC ALPINE HAND WARMER,2,11/11/2011 13:06,3.29,,United Kingdom,6.58
563444,22423,REGENCY CAKESTAND 3 TIER,1,8/16/2011 13:50,12.75,16033,United Kingdom,12.75
552234,22333,RETROSPOT PARTY BAG + STICKER SET,4,5/6/2011 16:01,3.29,,United Kingdom,13.16
539053,22939,APRON APPLE DELIGHT,2,12/15/2010 16:32,4.95,16725,United Kingdom,9.9
541827,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,1,1/21/2011 17:05,2.46,,United Kingdom,2.46
543300,20676,RED RETROSPOT BOWL,12,2/7/2011 11:42,1.25,13334,United Kingdom,15
559062,21096,SET/6 FRUIT SALAD  PAPER PLATES,24,7/6/2011 10:09,0.39,13253,United Kingdom,9.36
570129,23285,PINK VINTAGE SPOT BEAKER,8,10/7/2011 13:34,0.85,12885,United Kingdom,6.8
580367,84970S,HANGING HEART ZINC T-LIGHT HOLDER,8,12/2/2011 16:39,2.08,,United Kingdom,16.64
564754,22165,"DIAMANTE HEART SHAPED WALL MIRROR,",1,8/30/2011 10:29,10.79,,United Kingdom,10.79
580729,23568,EGG CUP HENRIETTA HEN CREAM,1,12/5/2011 17:24,2.46,,United Kingdom,2.46
565806,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,9/7/2011 10:51,8.5,15594,United Kingdom,17
555397,23171,REGENCY TEA PLATE GREEN,1,6/2/2011 17:26,3.29,,United Kingdom,3.29
550323,22902,TOTE BAG I LOVE LONDON,24,4/17/2011 12:57,2.1,13692,United Kingdom,50.4
540681,84251C,"GREETING CARD, TWO SISTERS.",1,1/10/2011 16:25,0.43,,United Kingdom,0.43
537240,22544,MINI JIGSAW SPACEBOY,1,12/6/2010 10:08,0.85,,United Kingdom,0.85
536592,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,1,12/1/2010 17:06,3.36,,United Kingdom,3.36
544323,21977,PACK OF 60 PINK PAISLEY CAKE CASES,2,2/17/2011 15:51,1.25,,United Kingdom,2.5
560103,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4,7/14/2011 18:44,1.45,17837,United Kingdom,5.8
543251,22841,ROUND CAKE TIN VINTAGE GREEN,2,2/4/2011 14:51,7.95,14194,United Kingdom,15.9
556252,20754,RETROSPOT RED WASHING UP GLOVES,12,6/9/2011 16:44,2.1,16779,United Kingdom,25.2
573369,84978,HANGING HEART JAR T-LIGHT HOLDER,5,10/30/2011 13:19,1.25,16049,United Kingdom,6.25
560580,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,4,7/19/2011 15:23,9.95,14088,United Kingdom,39.8
548014,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,3/29/2011 11:29,4.95,17719,United Kingdom,14.85
552640,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,1,5/10/2011 13:19,2.55,17841,United Kingdom,2.55
545060,22413,METAL SIGN TAKE IT OR LEAVE IT,2,2/27/2011 13:47,2.95,15547,United Kingdom,5.9
580295,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,12/2/2011 13:49,2.95,17841,United Kingdom,2.95
557409,22916,HERB MARKER THYME,12,6/20/2011 11:34,0.65,15410,United Kingdom,7.8
548612,22917,HERB MARKER ROSEMARY,6,4/1/2011 11:34,0.65,13137,United Kingdom,3.9
572923,16161P,WRAP ENGLISH ROSE,25,10/27/2011 8:35,0.42,15948,United Kingdom,10.5
571280,22796,PHOTO FRAME 3 CLASSIC HANGING,1,10/16/2011 13:08,9.95,18122,United Kingdom,9.95
571669,22110,BIRD HOUSE HOT WATER BOTTLE,3,10/18/2011 13:11,2.55,17758,United Kingdom,7.65
554157,23207,LUNCH BAG ALPHABET DESIGN,1,5/23/2011 11:33,1.65,18283,United Kingdom,1.65
553148,84563A,PINK & WHITE BREAKFAST TRAY,4,5/13/2011 14:09,2.95,,Hong Kong,11.8
566571,23355,HOT WATER BOTTLE KEEP CALM,4,9/13/2011 12:49,4.95,17037,United Kingdom,19.8
540255,85032D,YULETIDE IMAGES GIFT WRAP SET,1,1/5/2011 16:50,1.66,,United Kingdom,1.66
537642,84559a,3D SHEET OF DOG STICKERS,1,12/7/2010 15:33,1.69,,United Kingdom,1.69
552313,23050,RECYCLED ACAPULCO MAT GREEN,2,5/8/2011 16:03,8.25,13139,United Kingdom,16.5
566396,22697,GREEN REGENCY TEACUP AND SAUCER,24,9/12/2011 12:51,2.55,14292,United Kingdom,61.2
537054,22812,PACK 3 BOXES CHRISTMAS PANNETONE,4,12/5/2010 11:40,1.95,16931,United Kingdom,7.8
556093,22361,GLASS JAR DAISY FRESH COTTON WOOL,1,6/8/2011 15:26,5.79,,United Kingdom,5.79
568701,22617,BAKING SET SPACEBOY DESIGN,3,9/28/2011 15:07,4.95,13924,United Kingdom,14.85
570246,71496B,A4 WALL TIDY RED FLOWERS,2,10/9/2011 16:22,0.53,16921,United Kingdom,1.06
579777,84406B,CREAM CUPID HEARTS COAT HANGER,1,11/30/2011 15:13,8.29,,United Kingdom,8.29
563705,82581,TOILET METAL SIGN,12,8/18/2011 14:33,0.55,17736,United Kingdom,6.6
580725,22075,6 RIBBONS ELEGANT CHRISTMAS,24,12/5/2011 17:13,0.39,15932,United Kingdom,9.36
577542,20971,PINK BLUE FELT CRAFT TRINKET BOX,2,11/20/2011 14:33,1.25,13565,United Kingdom,2.5
581101,23404,HOME SWEET HOME BLACKBOARD,2,12/7/2011 11:48,4.95,17835,United Kingdom,9.9
580140,22748,POPPY'S PLAYHOUSE KITCHEN,6,12/2/2011 9:19,2.1,14895,United Kingdom,12.6
580160,23298,SPOTTY BUNTING,3,12/2/2011 10:47,4.95,12700,France,14.85
580727,23126,FELTCRAFT GIRL AMELIE KIT,1,12/5/2011 17:17,10.79,14096,United Kingdom,10.79
554160,23084,RABBIT NIGHT LIGHT,1,5/23/2011 11:49,2.08,17841,United Kingdom,2.08
549524,23182,TOILET SIGN OCCUPIED OR VACANT,1,4/8/2011 15:42,2.46,,United Kingdom,2.46
542542,21115,ROSE CARAVAN DOORSTOP,4,1/28/2011 14:37,6.75,12431,Australia,27
545901,17109D,FLOWER FAIRY INCENSE BOUQUET,5,3/7/2011 17:52,1.69,15834,United Kingdom,8.45
536876,20975,12 PENCILS SMALL TUBE RED RETROSPOT,5,12/3/2010 11:36,1.28,,United Kingdom,6.4
578065,22714,CARD BIRTHDAY COWBOY,2,11/22/2011 15:41,0.83,,United Kingdom,1.66
542433,22440,BALLOON WATER BOMB PACK OF 35,20,1/28/2011 10:45,0.42,12726,France,8.4
563931,23298,SPOTTY BUNTING,12,8/21/2011 15:49,4.95,14895,United Kingdom,59.4
553830,21403,BLUE EGG  SPOON,24,5/19/2011 11:32,0.12,17871,United Kingdom,2.88
573890,20717,STRAWBERRY SHOPPER BAG,1,11/1/2011 13:49,1.25,12748,United Kingdom,1.25
559693,85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,2,7/11/2011 16:21,1.63,,United Kingdom,3.26
537236,21531,RED RETROSPOT SUGAR JAM BOWL,24,12/6/2010 9:52,2.1,16858,United Kingdom,50.4
544681,77101A,UNION FLAG WINDSOCK,1,2/22/2011 16:28,2.46,,United Kingdom,2.46
542511,22423,REGENCY CAKESTAND 3 TIER,6,1/28/2011 12:07,12.75,15527,United Kingdom,76.5
570258,22776,SWEETHEART 3 TIER CAKE STAND,1,10/10/2011 9:56,19.96,,United Kingdom,19.96
563744,21394,RED POLKADOT BEAKER,48,8/19/2011 9:35,0.39,13266,United Kingdom,18.72
553343,23091,ZINC HERB GARDEN CONTAINER,3,5/16/2011 12:35,6.25,16642,United Kingdom,18.75
574170,22607,WOODEN ROUNDERS GARDEN SET,1,11/3/2011 11:43,9.95,16221,United Kingdom,9.95
562688,22150,3 STRIPEY MICE FELTCRAFT,4,8/8/2011 13:53,1.95,13869,United Kingdom,7.8
539471,22988,SOLDIERS EGG CUP,12,12/19/2010 14:16,1.25,17358,United Kingdom,15
553860,23147,SINGLE ANTIQUE ROSE HOOK IVORY,2,5/19/2011 13:57,1.45,17841,United Kingdom,2.9
553935,82583,HOT BATHS METAL SIGN,12,5/20/2011 10:32,2.1,15856,United Kingdom,25.2
550298,22997,TRAVEL CARD WALLET UNION JACK,4,4/15/2011 16:11,0.42,17346,United Kingdom,1.68
557878,20727,LUNCH BAG  BLACK SKULL.,4,6/23/2011 13:13,1.65,16940,United Kingdom,6.6
576200,23312,VINTAGE CHRISTMAS GIFT SACK,1,11/14/2011 12:14,4.15,15572,United Kingdom,4.15
540551,21065,BOOM BOX SPEAKER GIRLS,1,1/10/2011 9:43,3.36,,United Kingdom,3.36
564962,85184C,SET 4 VALENTINE DECOUPAGE HEART BOX,1,8/31/2011 14:35,2.95,17777,United Kingdom,2.95
568696,22224,WHITE LOVEBIRD LANTERN,6,9/28/2011 14:56,2.95,13842,United Kingdom,17.7
552235,21929,JUMBO BAG PINK VINTAGE PAISLEY,20,5/6/2011 16:17,2.08,15194,United Kingdom,41.6
555728,35004G,SET OF 3 GOLD FLYING DUCKS,1,6/6/2011 16:41,6.35,17252,United Kingdom,6.35
541838,21733,RED HANGING HEART T-LIGHT HOLDER,10,1/23/2011 10:43,2.95,12916,United Kingdom,29.5
570458,71459,HANGING JAM JAR T-LIGHT HOLDERS,12,10/10/2011 15:39,0.85,14535,United Kingdom,10.2
556243,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,6/9/2011 16:07,5.79,,United Kingdom,5.79
580048,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,12/1/2011 12:53,2.95,12748,United Kingdom,5.9
577497,23365,SET 12 COLOUR PENCILS LOVE LONDON,7,11/20/2011 12:22,0.65,17555,United Kingdom,4.55
574663,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,2,11/6/2011 12:04,8.95,13527,United Kingdom,17.9
578833,22297,HEART IVORY TRELLIS SMALL,1,11/25/2011 15:23,2.46,,United Kingdom,2.46
548210,22697,GREEN REGENCY TEACUP AND SAUCER,1,3/29/2011 17:23,2.95,14606,United Kingdom,2.95
574707,22692,DOORMAT WELCOME TO OUR HOME,10,11/6/2011 14:08,7.08,17107,United Kingdom,70.8
540550,22956,36 FOIL HEART CAKE CASES,6,1/10/2011 9:11,2.1,12539,Spain,12.6
578233,21481,FAWN BLUE HOT WATER BOTTLE,2,11/23/2011 12:20,3.75,14049,United Kingdom,7.5
548404,21877,HOME SWEET HOME MUG,12,3/31/2011 9:38,1.25,16398,United Kingdom,15
567821,48116,DOORMAT MULTICOLOUR STRIPE,1,9/22/2011 12:45,8.25,14659,United Kingdom,8.25
554655,23175,REGENCY MILK JUG PINK,4,5/25/2011 13:35,3.25,12924,United Kingdom,13
580916,22512,DOORSTOP RACING CAR DESIGN,1,12/6/2011 13:45,0.79,13685,United Kingdom,0.79
574826,21212,PACK OF 72 RETROSPOT CAKE CASES,1,11/7/2011 10:58,0.55,15870,United Kingdom,0.55
560394,22174,PHOTO CUBE,6,7/18/2011 13:35,1.65,14390,United Kingdom,9.9
573576,85170D,SET/6 PINK BIRD T-LIGHT CANDLES,1,10/31/2011 14:09,4.13,14096,United Kingdom,4.13
547195,21086,SET/6 RED SPOTTY PAPER CUPS,24,3/21/2011 12:42,0.65,17204,United Kingdom,15.6
547083,85094,CANDY SPOT EGG WARMER RABBIT,11,3/20/2011 15:21,0.19,15452,United Kingdom,2.09
545188,48184,DOORMAT ENGLISH ROSE,1,2/28/2011 15:19,7.95,14056,United Kingdom,7.95
553383,22412,METAL SIGN NEIGHBOURHOOD WITCH,18,5/16/2011 15:48,2.1,18230,United Kingdom,37.8
577358,23398,HANGING HEART BONHEUR,1,11/18/2011 15:59,2.08,,United Kingdom,2.08
548612,22851,SET 20 NAPKINS FAIRY CAKES DESIGN,1,4/1/2011 11:34,0.85,13137,United Kingdom,0.85
564187,21931,JUMBO STORAGE BAG SUKI,3,8/23/2011 15:24,2.08,15005,United Kingdom,6.24
557055,22326,ROUND SNACK BOXES SET OF4 WOODLAND,18,6/16/2011 14:45,2.95,12621,Germany,53.1
569897,22147,FELTCRAFT BUTTERFLY HEARTS,1,10/6/2011 16:01,1.45,17813,United Kingdom,1.45
572550,23245,SET OF 3 REGENCY CAKE TINS,2,10/24/2011 17:06,10.79,,United Kingdom,21.58
573576,84997A,CHILDRENS CUTLERY POLKADOT GREEN,1,10/31/2011 14:09,8.29,14096,United Kingdom,8.29
547788,84884A,ANT WHITE WIRE HEART SPIRAL,1,3/25/2011 12:00,8.29,,United Kingdom,8.29
572923,22271,FELTCRAFT DOLL ROSIE,6,10/27/2011 8:35,2.95,15948,United Kingdom,17.7
580151,22617,BAKING SET SPACEBOY DESIGN,1,12/2/2011 10:21,4.95,17811,United Kingdom,4.95
550953,84549,CROCHET WHITE RABBIT KEYRING,2,4/21/2011 16:17,3.29,,United Kingdom,6.58
559552,21232,STRAWBERRY CERAMIC TRINKET BOX,3,7/10/2011 16:29,1.25,16014,United Kingdom,3.75
573551,23355,HOT WATER BOTTLE KEEP CALM,4,10/31/2011 13:35,4.95,15044,United Kingdom,19.8
564976,22456,NATURAL SLATE CHALKBOARD LARGE,6,8/31/2011 15:49,4.95,17315,United Kingdom,29.7
563257,37449,CERAMIC CAKE STAND + HANGING CAKES,2,8/15/2011 12:07,9.95,13799,United Kingdom,19.9
581492,21508,VINTAGE KID DOLLY CARD,1,12/9/2011 10:03,0.83,,United Kingdom,0.83
572550,21619,4 VANILLA BOTANICAL CANDLES,1,10/24/2011 17:06,3.29,,United Kingdom,3.29
573576,35649,VINTAGE BEAD COSMETIC BAG,1,10/31/2011 14:09,2.46,14096,United Kingdom,2.46
550196,22900,SET 2 TEA TOWELS I LOVE LONDON,5,4/15/2011 10:09,3.25,14796,United Kingdom,16.25
551721,22652,TRAVEL SEWING KIT,4,5/3/2011 16:49,1.65,14711,United Kingdom,6.6
556482,22644,CERAMIC CHERRY CAKE MONEY BANK,12,6/12/2011 13:04,1.45,17242,United Kingdom,17.4
575216,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,11/9/2011 11:04,1.45,13384,United Kingdom,17.4
576513,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,11/15/2011 12:10,4.25,14715,United Kingdom,8.5
570871,22470,HEART OF WICKER LARGE,3,10/12/2011 16:36,5.79,,United Kingdom,17.37
537240,72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,2,12/6/2010 10:08,1.66,,United Kingdom,3.32
557442,21913,VINTAGE SEASIDE JIGSAW PUZZLES,2,6/20/2011 12:53,3.75,14808,United Kingdom,7.5
573311,M,Manual,8,10/28/2011 16:45,0.39,14071,United Kingdom,3.12
564841,21239,PINK  POLKADOT CUP,2,8/30/2011 13:42,1.63,,United Kingdom,3.26
573576,20986,BLUE CALCULATOR RULER,1,10/31/2011 14:09,2.46,14096,United Kingdom,2.46
571305,23351,ROLL WRAP 50'S CHRISTMAS,1,10/17/2011 9:55,2.46,,United Kingdom,2.46
543396,22457,NATURAL SLATE HEART CHALKBOARD,18,2/8/2011 10:28,2.95,15189,United Kingdom,53.1
561209,23191,BUNDLE OF 3 RETRO NOTE BOOKS,1,7/25/2011 16:57,3.29,,United Kingdom,3.29
540977,85131A,BEADED PEARL HEART WHITE ON STICK,1,1/12/2011 15:01,0.85,,United Kingdom,0.85
550471,15036,ASSORTED COLOURS SILK FAN,3,4/18/2011 13:52,1.63,,United Kingdom,4.89
576676,23174,REGENCY SUGAR BOWL GREEN,4,11/16/2011 12:03,4.15,16855,United Kingdom,16.6
536532,21166,COOK WITH WINE METAL SIGN,12,12/1/2010 13:24,1.95,12433,Norway,23.4
552232,22998,TRAVEL CARD WALLET KEEP CALM,4,5/6/2011 15:54,0.83,,United Kingdom,3.32
578347,23424,GINGHAM RECIPE BOOK BOX,2,11/24/2011 9:26,10.79,,United Kingdom,21.58
547964,22649,STRAWBERRY FAIRY CAKE TEAPOT,1,3/28/2011 15:45,10.79,,United Kingdom,10.79
576704,23355,HOT WATER BOTTLE KEEP CALM,2,11/16/2011 12:29,4.95,14527,United Kingdom,9.9
580509,21892,TRADITIONAL WOODEN CATCH CUP GAME,12,12/4/2011 13:45,1.25,12719,France,15
575844,21724,PANDA AND BUNNIES STICKER SHEET,1,11/11/2011 12:04,0.85,,United Kingdom,0.85
565919,21871,SAVE THE PLANET MUG,1,9/7/2011 16:48,3.29,,United Kingdom,3.29
558709,15036,ASSORTED COLOURS SILK FAN,24,7/1/2011 13:02,0.83,17338,United Kingdom,19.92
577034,21070,VINTAGE BILLBOARD MUG,36,11/17/2011 13:16,1.06,12847,United Kingdom,38.16
541423,21849,SILVER DIAMANTE PEN IN GIFT BOX,3,1/17/2011 17:54,1.63,,United Kingdom,4.89
545074,21181,PLEASE ONE PERSON METAL SIGN,48,2/28/2011 9:28,1.85,17655,United Kingdom,88.8
540362,21166,COOK WITH WINE METAL SIGN,2,1/6/2011 15:42,1.95,13656,United Kingdom,3.9
545043,22695,WICKER WREATH SMALL,2,2/27/2011 11:05,1.45,16407,United Kingdom,2.9
565675,23173,REGENCY TEAPOT ROSES,12,9/6/2011 9:51,8.15,15513,United Kingdom,97.8
581584,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,48,12/9/2011 12:25,1.85,13777,United Kingdom,88.8
577057,23282,FOLDING BUTTERFLY MIRROR IVORY,1,11/17/2011 14:26,0.83,12748,United Kingdom,0.83
569897,23339,EGG FRYING PAN BLUE,2,10/6/2011 16:01,2.08,17813,United Kingdom,4.16
556827,23082,SET 6 PAPER TABLE LANTERN HEARTS,6,6/15/2011 10:29,3.75,15134,United Kingdom,22.5
566591,21931,JUMBO STORAGE BAG SUKI,10,9/13/2011 14:53,2.08,16036,United Kingdom,20.8
579167,21530,DAIRY MAID TOASTRACK,2,11/28/2011 14:06,0.79,16800,United Kingdom,1.58
536841,22077,6 RIBBONS RUSTIC CHARM,12,12/2/2010 18:27,1.65,16150,United Kingdom,19.8
544772,22433,WATERING CAN GREEN DINOSAUR,1,2/23/2011 11:12,4.13,,United Kingdom,4.13
566059,POST,POSTAGE,1,9/8/2011 15:22,18,12569,Germany,18
539760,84030E,ENGLISH ROSE HOT WATER BOTTLE,3,12/21/2010 17:16,4.25,17400,United Kingdom,12.75
537047,22601,CHRISTMAS RETROSPOT ANGEL WOOD,5,12/5/2010 11:02,0.85,13069,United Kingdom,4.25
577469,21977,PACK OF 60 PINK PAISLEY CAKE CASES,6,11/20/2011 11:25,0.55,15009,United Kingdom,3.3
563189,22912,YELLOW COAT RACK PARIS FASHION,3,8/12/2011 15:22,4.95,12682,France,14.85
573020,22633,HAND WARMER UNION JACK,12,10/27/2011 12:37,2.1,14842,United Kingdom,25.2
564744,82600,NO SINGING METAL SIGN,12,8/28/2011 15:25,2.1,13778,United Kingdom,25.2
570488,20725,LUNCH BAG RED RETROSPOT,2,10/10/2011 17:12,4.13,14096,United Kingdom,8.26
569871,23535,BICYCLE SAFTEY WALL ART,4,10/6/2011 15:04,5.95,13089,United Kingdom,23.8
569899,35970,ZINC FOLKART SLEIGH BELLS,12,10/6/2011 16:15,1.69,13940,United Kingdom,20.28
536528,84985A,SET OF 72 GREEN PAPER DOILIES,1,12/1/2010 13:17,1.45,15525,United Kingdom,1.45
560118,82482,WOODEN PICTURE FRAME WHITE FINISH,12,7/15/2011 10:21,2.55,16818,United Kingdom,30.6
555924,22321,BIRD DECORATION RED RETROSPOT,1,6/7/2011 17:12,1.63,,United Kingdom,1.63
571745,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,10/19/2011 10:48,0.55,14911,EIRE,13.2
562129,21770,OPEN CLOSED METAL SIGN,2,8/3/2011 9:09,4.95,13186,United Kingdom,9.9
568719,22037,ROBOT BIRTHDAY CARD,2,9/28/2011 16:19,0.83,,United Kingdom,1.66
567701,22186,RED STAR CARD HOLDER,24,9/22/2011 9:36,1.95,17172,United Kingdom,46.8
540468,22322,BIRD DECORATION GREEN POLKADOT,9,1/7/2011 13:55,0.81,,United Kingdom,7.29
545399,21212,PACK OF 72 RETROSPOT CAKE CASES,24,3/2/2011 11:48,0.55,14934,Channel Islands,13.2
539739,21257,VICTORIAN SEWING BOX MEDIUM,2,12/21/2010 15:19,16.13,,United Kingdom,32.26
563382,21621,VINTAGE UNION JACK BUNTING,2,8/16/2011 10:50,8.5,18221,United Kingdom,17
579508,22492,MINI PAINT SET VINTAGE,2,11/29/2011 16:33,1.63,,United Kingdom,3.26
578270,22138,BAKING SET 9 PIECE RETROSPOT,6,11/23/2011 13:39,10.79,14096,United Kingdom,64.74
581098,23326,HANGING MINI COLOURED BOTTLES,48,12/7/2011 11:42,0.63,14911,EIRE,30.24
566251,85049E,SCANDINAVIAN REDS RIBBONS,4,9/11/2011 12:13,1.25,12841,United Kingdom,5
544091,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,2/16/2011 8:37,1.25,14897,United Kingdom,15
572335,22585,PACK OF 6 BIRDY GIFT TAGS,12,10/24/2011 10:27,1.25,14493,United Kingdom,15
568207,22155,STAR DECORATION RUSTIC,48,9/25/2011 15:34,0.42,15150,United Kingdom,20.16
536576,85174,S/4 CACTI CANDLES,16,12/1/2010 16:11,4.25,13777,United Kingdom,68
544088,85035C,ROSE 3 WICK MORRIS BOX CANDLE,1,2/15/2011 17:18,4.25,,United Kingdom,4.25
550651,22522,CHILDS GARDEN FORK BLUE,2,4/19/2011 16:52,0.85,15436,United Kingdom,1.7
580687,22553,PLASTERS IN TIN SKULLS,24,12/5/2011 15:38,1.65,16379,United Kingdom,39.6
565424,23174,REGENCY SUGAR BOWL GREEN,4,9/4/2011 12:24,4.15,15215,United Kingdom,16.6
569374,85129C,BEADED CRYSTAL HEART BLUE SMALL,1,10/3/2011 16:14,2.46,,United Kingdom,2.46
561661,22924,FRIDGE MAGNETS LA VIE EN ROSE,6,7/28/2011 16:21,0.85,12743,Unspecified,5.1
558777,22196,SMALL HEART MEASURING SPOONS,1,7/4/2011 10:23,1.63,,United Kingdom,1.63
553017,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,2,5/12/2011 19:01,3.75,12757,Portugal,7.5
536464,22952,60 CAKE CASES VINTAGE CHRISTMAS,2,12/1/2010 12:23,0.55,17968,United Kingdom,1.1
549100,22174,PHOTO CUBE,2,4/6/2011 11:14,4.13,,United Kingdom,8.26
571441,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,4,10/17/2011 13:31,3.29,14096,United Kingdom,13.16
